Reported Year,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children
2018,38,6,38,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,2,6,2,14,1,2,2
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,2,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,3,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,12,3,15,10,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,10,1,1,1
2018,2,7,9,1,1,8,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,22,22,3,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,7,11,1,7,1
2018,1,13,14,42,1,1,1
2018,1,6,1,56,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,8,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,8,1,1,1
2018,3,6,3,90,1,1,1
2018,1,6,1,14,1,1,1
2018,4,6,4,14,1,4,1
2018,1,1,1,5,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,2,6,2,14,2,1,1
2018,1,1,1,13,1,1,1
2018,20,9,29,39,2,27,1
2018,3,6,3,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,26,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,4,6,10,3,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,5,6,5,16,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,23,6,23,22,1,9,1
2018,13,18,31,80,1,13,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,4,6,4,14,1,1,1
2018,3,6,3,14,1,1,1
2018,5,6,5,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,5,6,5,14,2,1,1
2018,1,6,1,1,1,1,1
2018,6,4,10,5,4,5,6
2018,2,6,2,5,1,2,1
2018,1,6,1,9,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,1,1,106,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,27,1,1,1
2018,2,6,2,13,1,2,1
2018,1,6,1,14,1,1,1
2018,1,1,1,40,1,1,1
2018,1,6,1,14,1,1,1
2018,1,5,5,14,1,4,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,1,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,2
2018,1,6,1,58,1,1,1
2018,8,6,8,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,6,6,6,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,9,1,1,1
2018,14,6,14,12,1,1,1
2018,1,7,7,1,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,4,6,4,56,1,1,1
2018,2,4,6,5,1,1,1
2018,1,6,1,14,1,1,1
2018,1,12,12,14,1,11,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,12,12,24,31,2,10,1
2018,1,6,1,14,1,1,1
2018,1,6,1,56,1,1,1
2018,8,12,20,9,3,1,2
2018,1,2,2,69,1,1,2
2018,1,6,1,14,1,1,1
2018,2,6,2,1,1,2,2
2018,4,6,4,14,1,1,1
2018,2,6,2,14,1,2,1
2018,2,6,2,14,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,3,6,5,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,1,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,32,1,2,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,3,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,2,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,3,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,49,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,3,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,7,7,21,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,2,1
2018,2,6,2,14,2,1,1
2018,2,6,2,14,1,1,1
2018,8,26,34,1,1,1,11
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,5,6,5,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,3,6,3,14,3,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,63,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,17,20,35,1,1,1
2018,2,6,2,14,1,1,1
2018,2,2,4,13,1,1,1
2018,1,6,1,14,1,1,1
2018,1,2,2,9,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,5,1,6,14,1,1,1
2018,6,6,6,14,2,1,1
2018,3,6,3,14,3,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,2,6,2,14,2,1,2
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,6,6,6,14,1,6,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,3,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,24,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,2
2018,7,6,7,14,1,1,1
2018,3,6,3,14,1,1,1
2018,4,6,4,14,4,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,2
2018,1,6,1,36,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,15,19,34,26,1,1,2
2018,1,6,1,14,1,1,1
2018,1,1,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,5,2,7,3,4,2,1
2018,1,6,1,1,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,6,6,6,14,1,6,1
2018,1,6,1,14,1,1,1
2018,1,2,3,14,1,1,2
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,3,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,3,1
2018,7,6,7,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,3,6,3,14,1,3,1
2018,3,6,3,31,1,1,3
2018,3,6,3,14,1,1,1
2018,2,6,2,14,2,1,1
2018,1,13,14,2,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,1,1,14,1,1,1
2018,7,6,7,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,3,6,3,14,3,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,54,1,1,1
2018,1,6,1,12,1,1,1
2018,1,54,54,14,11,1,3
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,7,6,7,5,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,38,1,1,1
2018,2,6,2,14,1,2,1
2018,2,6,2,14,2,1,1
2018,2,6,2,14,1,1,2
2018,2,6,2,14,1,2,2
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,1,6,1,14,1,1,1
2018,22,6,22,13,1,1,4
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,2,6,2,14,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,11,6,11,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,6,6,6,14,1,5,3
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,2,6,2,5,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,1,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,4,1,1,1
2018,1,6,1,1,1,1,1
2018,1,6,1,14,1,1,1
2018,5,6,5,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,2
2018,1,6,1,14,1,1,1
2018,2,6,2,7,1,1,1
2018,16,3,19,3,5,11,9
2018,3,6,3,8,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,12,6,12,22,1,1,1
2018,1,6,1,5,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,2
2018,2,6,2,14,1,1,2
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,1,6,1,25,1,1,1
2018,1,6,1,5,1,1,1
2018,1,6,1,3,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,3,6,3,2,1,2,1
2018,1,6,1,288,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,2,6,2,14,2,1,1
2018,2,6,2,14,1,2,1
2018,3,6,3,2,2,1,1
2018,1,21,21,30,4,17,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,6,6,6,4,1,1,4
2018,1,3,3,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,1,5,6,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,2,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,7,4,11,1,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,20,6,20,27,18,2,1
2018,17,6,17,33,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,8,10,5,1,1,1
2018,3,6,3,14,1,1,1
2018,4,6,4,14,1,2,1
2018,1,6,1,3,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,6,30,36,10,1,1,1
2018,7,6,7,46,6,1,1
2018,1,6,1,1,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,4,6,4,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,3,6,3,14,1,1,1
2018,6,6,6,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,6,6,6,108,2,3,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,7,6,7,14,1,2,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,3,6,3,14,1,2,1
2018,2,6,2,14,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,2
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,7,7,14,1,7,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,4,6,4,14,2,1,1
2018,1,6,1,14,1,1,1
2018,2,3,5,4,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,2,1,3,11,1,1,3
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,5,6,5,14,1,5,1
2018,1,6,1,14,1,1,1
2018,2,6,2,34,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,3,1
2018,16,6,16,6,8,6,2
2018,52,6,52,5,1,1,1
2018,30,6,30,146,5,6,1
2018,1,1,1,14,1,1,1
2018,3,6,3,57,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,4,6,4,14,2,1,1
2018,2,32,34,96,2,1,3
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,1,6,1,33,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,4,6,4,14,2,1,2
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,5,13,18,14,2,2,1
2018,1,6,1,14,1,1,1
2018,1,100,100,16,1,1,1
2018,3,8,11,43,1,1,1
2018,1,6,1,14,1,1,1
2018,2,10,12,270,2,1,1
2018,8,56,64,86,6,2,5
2018,3,6,3,14,1,1,1
2018,1,6,1,14,1,1,1
2018,4,6,4,4,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,1,1,1,1,1,1
2018,2,6,2,14,1,2,1
2018,4,6,4,2,1,3,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,2
2018,3,6,3,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,6,6,6,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,3,6,3,14,1,3,2
2018,2,6,2,17,1,1,1
2018,7,6,7,20,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,2,6,2,14,1,2,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,2,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,4,3,7,1,3,2,2
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,1
2018,6,6,6,14,1,6,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,5,5,29,1,1,1
2018,1,6,1,14,1,1,1
2018,3,1,4,1,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,19,6,19,159,1,14,4
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,2,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,3,6,3,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,11,6,11,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,3,6,3,14,1,1,2
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,14,86,100,3,1,1,2
2018,1,6,1,3,1,1,1
2018,1,6,1,14,1,1,1
2018,3,6,3,32,1,3,1
2018,7,6,7,14,1,1,1
2018,3,6,3,51,1,1,3
2018,25,6,25,95,1,25,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,1,1
2018,1,6,1,14,1,1,1
2018,1,6,1,14,1,1,1
2018,2,6,2,14,1,2,1
