Web ID,Region of Incident,Reported day,Reported Month,Reported Year,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Source Quality,Migration Route,URL,UNSD Geographical Grouping,Longitude,Latitude
40997,US-Mexico Border,6,11,2015,1,6,1,14,1,1,1,Unknown,US-Mexico border near Nogales,Informador.mx,3,Central America to US,"http://bit.ly/1JgGb1e, http://bit.ly/1Udra10",Central America,31.308619000000,-110.942166000000
40467,Mediterranean,5,11,2015,1,1,2,14,1,1,2,Drowning,Near Kos,IOM Athens,4,Eastern Mediterranean,,Uncategorized,36.891500000000,27.287700000000
40552,Mediterranean,5,11,2015,1,6,1,14,1,1,1,Drowning,Coast of Agathonisi,Hellenic Coast Guard via IOM Greece,5,Eastern Mediterranean,http://www.hcg.gr/node/11446,Uncategorized,37.465347300000,26.932666400000
41015,US-Mexico Border,5,11,2015,1,6,1,14,1,1,1,Skeletal remains,Pima County,Pima County Office of the Medical Examiner,5,Central America to US,,Northern America,31.621437300000,-111.930093400000
40549,Mediterranean,3,11,2015,1,6,1,14,1,1,1,Drowning,"Off the coast of Tilos Island, Greece",Hellenic Coast Guard via IOM Greece,5,Eastern Mediterranean,http://www.hcg.gr/node/11424,Uncategorized,36.407360400000,27.447417900000
40550,Mediterranean,3,11,2015,10,6,10,14,1,4,6,Drowning,"Off the coast of Lesvos, Greece",IOM Athens ,5,Eastern Mediterranean,http://www.hcg.gr/node/11440,Uncategorized,39.283600000000,26.505700000000
40593,Central America,3,11,2015,1,6,1,14,1,1,1,Fall from train,"La Polka, municipality of Tonalá, near city of Tonalá in Chiapas state, Mexico",La Jornada,1,Central America to US,http://bit.ly/1hZEXmB,Central America,15.956400000000,-93.663100000000
41014,US-Mexico Border,3,11,2015,1,6,1,14,1,1,1,Skeletal remains,Pima County,Pima County Office of the Medical Examiner,5,Central America to US,,Northern America,31.621437300000,-111.930093400000
40462,Mediterranean,1,11,2015,1,6,1,14,1,1,1,Drowning,body found on the shores of Chios,Hellenic Coast Guard,5,Eastern Mediterranean,http://www.hcg.gr/node/11409,Uncategorized,38.357540000000,26.452157000000
40463,Mediterranean,1,11,2015,11,6,11,14,5,1,6,Drowning,"20 meters off the coast of Samos, Greece",Hellenic Coast Guard and The Guardian,5,Eastern Mediterranean,"http://www.hcg.gr/node/11410, http://bit.ly/20lM0zK",Uncategorized,37.751814000000,26.960291000000
40464,Mediterranean,1,11,2015,1,6,1,14,1,1,1,Drowning,body found at Agia Fotia area in Lesvos,Hellenic Coast Guard,5,Eastern Mediterranean,http://www.hcg.gr/node/11411,Uncategorized,39.276195000000,26.383443000000
40465,Mediterranean,1,11,2015,1,6,1,14,1,1,1,Drowning,body found on the shores of Lesvos,Hellenic Coast Guard and AP,5,Eastern Mediterranean,"http://www.hcg.gr/node/11411, http://bit.ly/1N7oPiN",Uncategorized,39.274069000000,26.386190000000
40466,Mediterranean,1,11,2015,4,6,10,14,1,4,1,Drowning,"off the coast of Farmakonisi, Greece",Reuters and Hellenic Coast Guard ,5,Eastern Mediterranean,http://yhoo.it/1l67fW5,Uncategorized,37.284761000000,27.125852000000
40668,North Africa,1,11,2015,12,6,12,14,1,1,1,Murdered,"Sahara Desert, between Khartoum, Sudan and Tripoli, Libya",MHub,2,Northern Africa,,Northern Africa,19.545270100000,21.922914300000
40995,North Africa,1,11,2015,4,6,4,14,1,1,1,Unknown,"Sahara Desert, between Nouakchott, Mauritania and Tripoli, Libya",MHub,2,Northern Africa,,Northern Africa,21.134991700000,-10.451409000000
41063,Southeast Asia,1,11,2015,4,6,4,14,1,4,1,Vehicle Accident,in Thailand's Chonburi province,Phnom Penh Post,1,South-eastern Asia,http://bit.ly/1RrD1aa,South-eastern Asia,13.361100000000,100.985000000000
40307,Mediterranean,31,Oct,2015,4,6,4,14,1,1,3,Drowning,"between Sivrice Bay, Turkey and Lesvos",Hurriyet Daily News,1,Eastern Mediterranean,http://bit.ly/1NLS7Xi,Uncategorized,39.279915000000,26.388937000000
40461,Mediterranean,31,Oct,2015,4,6,4,14,1,1,1,Drowning,between Al Hoceima and Malaga,AFP,1,Western Mediterranean,http://bit.ly/1YpEBLU,Uncategorized,35.991336000000,-5.916205000000
40584,Europe,31,Oct,2015,1,6,1,14,1,1,1,Exposure,"upon entry to refugee camp at Opatovac, Croatia",AP,1,Western Balkans,http://bit.ly/1P5scwF,Southern Europe,45.260431700000,19.170648000000
40704,North Africa,31,Oct,2015,2,6,2,14,1,1,1,"Shot, Stabbed","Sinai at the border with Israel, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,,Northern Africa,29.500000000000,34.000000000000
41013,US-Mexico Border,31,Oct,2015,1,6,1,14,1,1,1,Skeletal remains,Pima County,Pima County Office of the Medical Examiner,5,Central America to US,,Northern America,31.621437300000,-111.930093400000
44612,North Africa,31,Oct,2015,5,6,5,14,1,1,1,Vehicle Accident,"Sahara Desert, between Khartoum, Sudan and Subratha, Libya ",MHub,2,Northern Africa,,Northern Africa,24.253105262102,19.444738911579
40459,Sub-Saharan Africa,30,Oct,2015,8,6,8,14,1,1,1,Drowning,Trying to reach Mayotte from Comoros,LINFO.com,1,Eastern Africa,http://bit.ly/1Q34rFS,Eastern Africa,-11.802800000000,43.851900000000
40460,Mediterranean,30,Oct,2015,1,6,1,14,1,1,1,Drowning,"off the coast of Agathonisi, Greece",Hellenic Coast Guard,5,Eastern Mediterranean,http://www.hcg.gr/node/11401,Uncategorized,37.457800000000,26.972100000000
40868,Mediterranean,30,Oct,2015,1,6,1,14,1,1,1,Unknown,Lesvos,Hellenic Coast Guard,5,Eastern Mediterranean,http://www.hcg.gr/node/11408,Uncategorized,39.175649100000,25.943523100000
40454,Mediterranean,29,Oct,2015,4,6,4,14,1,1,4,Drowning,"off the coast of Kucukkuyu, Turkey, en route to Lesvos",Hurriyet Daily News,1,Eastern Mediterranean,http://bit.ly/1k3Yrjn,Uncategorized,39.470142000000,26.592653000000
40455,Mediterranean,29,Oct,2015,0,2,2,14,1,1,1,Drowning,"en route to Samos, rescue by Turkish Coast Guard ",AP,1,Eastern Mediterranean,http://bit.ly/1M6l4KL,Uncategorized,37.754800000000,26.977800000000
40456,Mediterranean,29,Oct,2015,3,4,7,14,1,1,2,Drowning,"off the coast of Rhodes, Greece",AP and Hellenic Coast Guard,5,Eastern Mediterranean,"http://lat.ms/1kfYtUL, http://www.hcg.gr/node/11400",Uncategorized,36.450624563650,28.215749624854
40457,Mediterranean,29,Oct,2015,7,32,39,15,1,4,1,Drowning,"north of Al Hoceima, Morocco","Reuters Espana, La Vanguardia",3,Western Mediterranean,"http://reut.rs/1P1aBpP, http://bit.ly/28IfW7F",Uncategorized,35.244558900000,-3.931746800000
40458,US-Mexico Border,29,Oct,2015,1,6,1,14,1,1,1,Drowning,Rio Bravo,"Grupo Sieno, Twitter",1,Central America to US,https://twitter.com/GRUPO_SIENO/status/530112433151823872,Central America,29.711067900000,-101.569380500000
40865,Central America,29,Oct,2015,1,6,1,14,1,1,1,Train Accident,"Mascupana, Tabasco, Mexico",Canal 6,1,Central America to US,http://bit.ly/1mSIcql,Central America,17.761518000000,-92.596498000000
41012,US-Mexico Border,29,Oct,2015,1,6,1,14,1,1,1,Skeletal remains,Pima County,Pima County Office of the Medical Examiner,5,Central America to US,,Northern America,31.621437300000,-111.930093400000
41082,North Africa,29,Oct,2015,1,6,1,14,1,1,1,Vehicle Accident,"Kassala, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,,Northern Africa,15.465881000000,36.412903000000
40448,Mediterranean,28,Oct,2015,3,6,3,14,1,3,2,Drowning,"off of Lesvos, Greece",AP,1,Eastern Mediterranean,http://bit.ly/1PVZYnv,Uncategorized,34.270800000000,15.007300000000
40449,Mediterranean,28,Oct,2015,3,6,3,14,1,1,2,Drowning,"off the coast of Agathonisi, Greece",AP,1,Eastern Mediterranean,http://bit.ly/1PVZYnv,Uncategorized,37.460602400000,27.005194300000
40451,Mediterranean,28,Oct,2015,19,6,19,0,1,2,11,Drowning,"off the coast of Kalymnos, Greece",AP and Hellenic Coast Guard,5,Eastern Mediterranean,"http://lat.ms/1kfYtUL, http://www.hcg.gr/node/11431",Uncategorized,36.952300000000,26.980800000000
40452,Mediterranean,28,Oct,2015,43,6,43,14,6,17,20,Drowning,"north of Lesvos, Greece",Hellenic Coast Guard,5,Eastern Mediterranean,http://www.hcg.gr/node/11414,Uncategorized,39.385646200000,26.216721700000
40453,Mediterranean,28,Oct,2015,13,6,13,14,1,1,1,Drowning,Found on beaches in Lesvos ,Hellenic Coast Guard and IOM Athens ,5,Eastern Mediterranean,,Uncategorized,39.273005000000,26.423269000000
40548,Mediterranean,28,Oct,2015,1,6,1,14,1,1,0,Drowning,Found on coast of Kalymnos (advanced decomposition),Hellenic Coast Guard,5,Eastern Mediterranean,http://www.hcg.gr/node/11405,Uncategorized,39.277258000000,26.409536000000
40610,Europe,28,Oct,2015,1,6,1,14,1,1,1,Cardiac arrest,Unspecified location at the Austrian-German border,Action Group for Palestinians of Syria,4,Western Balkans,http://www.actionpal.org.uk/en/,Western Europe,48.256865300000,12.951881400000
40712,Mediterranean,28,Oct,2015,1,6,1,14,1,1,1,Unknown,Hospital in Samos,Hellenic Coast Guard,5,Eastern Mediterranean,http://www.hcg.gr/node/11351,Uncategorized,37.754800000000,26.977800000000
40764,North Africa,28,Oct,2015,2,6,2,14,1,1,1,Harsh conditions,"Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,,Northern Africa,17.701904000000,34.037720000000
40994,Mediterranean,28,Oct,2015,1,6,1,14,1,1,1,Unknown,Agia Fotia on Lesvos,Hellenic Coast Guard,5,Eastern Mediterranean,http://www.hcg.gr/node/11405,Uncategorized,37.458981000000,26.992945000000
45861,Mediterranean,28,Oct,2015,2,6,2,14,1,1,2,Drowning,"Unspecified location off the coast of Lesvos, Greece",AP	,1,Eastern Mediterranean,http://bit.ly/1PVZYnv,Uncategorized,39.260256385407,26.487820825391
45862,Mediterranean,28,Oct,2015,3,1,4,14,1,1,3,Drowning,"Unspecified location off the coast of Samos, Greece","Hellenic Coast Guard, AP",5,Eastern Mediterranean,"http://bit.ly/1PVZYnv, http://www.hcg.gr/node/11353",Uncategorized,37.689610424354,27.006609211328
40446,Mediterranean,27,Oct,2015,1,1,2,14,1,1,1,Drowning,"off coast of Cesme, Turkey, en route to Chios",Haberler,1,Eastern Mediterranean,http://bit.ly/1SaW09O,Uncategorized,38.381773000000,26.464046000000
40443,Mediterranean,26,Oct,2015,1,6,1,14,1,1,1,Drowning,"trying to reach Ceuta, Spain",AFP,1,Western Mediterranean,http://bit.ly/1Wdozcc,Uncategorized,35.895384600000,-5.334817200000
40444,Mediterranean,26,Oct,2015,1,6,1,14,1,1,1,Drowning,off the coast of Lesvos,Associated Press and Hellenic Coast Guard,4,Eastern Mediterranean,http://nyti.ms/1MOsSAz,Uncategorized,39.283600000000,26.505700000000
40445,Mediterranean,26,Oct,2015,1,6,1,14,1,1,1,Drowning,"off the coast of Chios, Greece",Associated Press and HCG,5,Eastern Mediterranean,http://nyti.ms/1MOsSAz,Uncategorized,38.432258000000,26.243986000000
40609,Central America,26,Oct,2015,1,6,1,14,1,1,1,Cardiac arrest,"Hospital General de Minatitlán, Veracruz, MX",60 Minutos,1,Central America to US,http://bit.ly/25NsHob,Central America,17.995878000000,-94.547559000000
41061,Europe,26,Oct,2015,1,6,1,14,1,1,1,Vehicle Accident,"in Calais, France",TheLocal.fr,3,Calais to United Kingdom,"http://bit.ly/1O4MUg8, http://bit.ly/23gniCk",Western Europe,50.951880300000,1.833936700000
40441,Mediterranean,25,Oct,2015,43,6,43,14,1,1,1,Drowning,"bodies discovered on beaches east of Tripoli, 29 near Zliten and 14 near Khoms",ubAlert,1,Central Mediterranean,http://bit.ly/1Gsxobe,Uncategorized,32.505100000000,14.510200000000
40442,Mediterranean,25,Oct,2015,3,7,10,14,2,1,2,Drowning,off the coast of Lesvos,Hellenic Coast Guard via IOM Greece,5,Eastern Mediterranean,,Uncategorized,39.283600000000,26.505700000000
40605,North Africa,25,Oct,2015,2,6,2,14,1,1,1,"Harsh conditions, Vehicle Accident","Aswan desert, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,,Northern Africa,22.515320000000,30.739685000000
40436,Mediterranean,22,Oct,2015,4,1,5,14,1,1,4,Drowning,off the coast of Lesvos,Today's Zaman,1,Eastern Mediterranean,http://bit.ly/1KA4BfN,Uncategorized,39.283600000000,26.505700000000
40437,Mediterranean,22,Oct,2015,2,1,3,14,1,1,1,Drowning,"off the coast of Ayvalik, Turkey, en route to Lesvos",Hurriyet Daily News,1,Eastern Mediterranean,http://bit.ly/1LWrEqD,Uncategorized,39.175649100000,25.943523100000
40438,Mediterranean,22,Oct,2015,12,11,23,14,5,2,5,Drowning,"Ayvac?k in the province of Canakkale, Turkey, en route to Lesvos",Hurriyet Daily News,1,Eastern Mediterranean,http://bit.ly/1N7wI8w,Uncategorized,39.410744000000,26.586906000000
40439,Mediterranean,22,Oct,2015,6,6,6,14,1,1,1,Drowning,off the shore of Gasr Garabulli,Huffington Post,1,Central Mediterranean,http://huff.to/1MOfe0r,Uncategorized,31.554800000000,31.091100000000
40440,US-Mexico Border,22,Oct,2015,1,6,1,14,1,1,1,Drowning,Rio Bravo near El Carrizal (Mexico side),La Prensa,1,Central America to US,http://www.laprensa.mx/notas.asp?id=397034,Central America,29.515091200000,-102.827849700000
40433,Mediterranean,21,Oct,2015,1,13,13,14,1,1,2,Drowning,"North of Samos, Greece",Hellenic Coast Guard via IOM Greece,5,Eastern Mediterranean,http://bit.ly/1XsWx9O,Uncategorized,39.427700000000,26.388500000000
40434,US-Mexico Border,21,Oct,2015,1,6,1,14,1,1,1,Drowning,"Rio Bravo, near Nuevo Laredo, Tamaulipas",Zocalo Salitto,1,Central America to US,http://bit.ly/1YdyUlj,Central America,27.468842800000,-99.557492700000
40435,US-Mexico Border,21,Oct,2015,1,6,1,14,1,1,1,Drowning,"Rio Bravo, near Nuevo Laredo, Tamaulipas",Zocalo Salitto,1,Central America to US,http://bit.ly/1YdyUlj,Central America,27.468842800000,-99.557492700000
40703,North Africa,21,Oct,2015,2,6,2,14,1,1,1,"Shot, Stabbed","At the desert , Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,,Northern Africa,21.069275000000,28.784302000000
40836,Horn of Africa,21,Oct,2015,4,6,4,14,1,1,1,"Starvation, Suffocation, Shot, Stabbed","1 in Mekele and three around Humera, Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Eastern Africa,,Eastern Africa,13.776917000000,37.661072000000
40874,Sub-Saharan Africa,21,Oct,2015,2,6,2,14,1,1,1,Unknown,Between Somalia and Tanzania,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Eastern Africa,,Eastern Africa,-1.751770000000,40.627502000000
41011,US-Mexico Border,21,Oct,2015,1,6,1,14,1,1,1,Skeletal remains,Pima County,Pima County Office of the Medical Examiner,5,Central America to US,,Northern America,31.621437300000,-111.930093400000
41093,North Africa,21,Oct,2015,3,6,3,14,1,1,1,"Vehicle Accident, Shot, Stabbed","One day north of Khartoum, Sudan, towards Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,,Northern Africa,17.780623200000,32.092196200000
40575,US-Mexico Border,20,Oct,2015,1,6,1,14,1,1,1,Excessive Physical Abuse,Pima County,Pima County Office of the Medical Examiner,5,Central America to US,,Northern America,31.621437300000,-111.930093400000
40731,Horn of Africa,20,Oct,2015,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Garowe, Somalia",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Eastern Africa,,Eastern Africa,14.287109000000,33.524902000000
40732,North Africa,20,Oct,2015,1,6,1,14,1,1,1,Starvation,"Wad Madani, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,,Northern Africa,14.393127000000,33.539307000000
40775,North Africa,20,Oct,2015,3,6,3,14,1,1,1,Starvation,"Kufra suburb, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,,Northern Africa,23.321289000000,21.866882000000
40776,North Africa,20,Oct,2015,3,6,3,14,1,1,1,Starvation,"Kufra, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,,Northern Africa,23.321289000000,21.866882000000
40793,North Africa,20,Oct,2015,2,6,2,14,1,1,1,"Starvation, Harsh conditions, Suffocation","Near Aswan in the desert , Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,,Northern Africa,23.830688000000,32.497681000000
40812,North Africa,20,Oct,2015,5,6,5,14,1,1,1,Starvation,"Between Khartoum and Kassala, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,,Northern Africa,15.416870000000,34.738892000000
40813,North Africa,20,Oct,2015,2,6,2,14,1,1,1,Starvation,"Wad Madani, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,,Northern Africa,14.393127000000,33.539307000000
40814,North Africa,20,Oct,2015,1,6,1,14,1,1,1,Starvation,"Kufra, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,,Northern Africa,23.321289000000,21.866882000000
40815,North Africa,20,Oct,2015,1,6,1,14,1,1,1,Starvation,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,,Northern Africa,27.032288000000,14.456116000000
40816,North Africa,20,Oct,2015,30,6,30,14,1,1,1,Starvation,"Desert between libya and Sudan, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,,Northern Africa,20.608192900000,23.999394700000
40993,Mediterranean,20,Oct,2015,8,6,8,14,1,1,1,Unknown,Brought to Taranto ,IOM Italy,4,Central Mediterranean,,Uncategorized,40.334718000000,17.164603000000
41081,North Africa,20,Oct,2015,20,6,20,14,1,1,1,Vehicle Accident,"Umm Al Aranib, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,,Northern Africa,26.118530000000,14.809692000000
40431,Mediterranean,19,Oct,2015,1,1,2,14,1,2,1,Drowning,Ceuta,"Desalambre, El Faro",3,Western Mediterranean,"http://bit.ly/1WffnUN, http://bit.ly/28IFxhx, http://bit.ly/2kDfOsD",Uncategorized,35.889400000000,-5.321350000000
40432,Mediterranean,19,Oct,2015,4,1,5,14,2,2,2,Drowning,Off the coast of Megisti/Kastellorizo,Hellenic Coast Guard via IOM Greece,5,Eastern Mediterranean,http://www.hcg.gr/node/11299,Uncategorized,34.234500000000,14.743700000000
40701,North Africa,19,Oct,2015,1,6,1,14,1,1,1,"Shot, Stabbed",Egypt-Sudan Border,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,,Northern Africa,21.708923000000,30.146484000000
40702,North Africa,19,Oct,2015,1,6,1,14,1,1,1,"Shot, Stabbed","Near Aswan in the desert, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,,Northern Africa,23.508911000000,33.266724000000
